Make,Model,Variant,Ex-Showroom_Price(Rs.),Displacement(cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Engine_Location,Fuel_Tank_Capacity(litres),Height(mm),Length(mm),Width(mm),Doors,City_Mileage(km/litre),Gears,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Seating_Capacity,Wheelbase(mm),Boot_Space(litres)
Bmw,7-Series,M760Li Xdrive,24250000,6592,12,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",78,1481,5219,2142,4,13.5,8,245/40 R20,275/35 R20,4,3110,500
Audi,Q8,55 Tfsi Quattro Tiptronic,13359500,2995,4,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",85,1740,5052,1968,5,13.5,8,275/50 R20,275/50 R20,7,2994,605
Mercedes Benz,Mercedes-Benz S-Class,S 350 D,13558438,2987,6,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",90,1494,5116,1899,4,13.5,7,235/55R17,235/55R17,5,3035,530
Mercedes Benz,Mercedes-Benz S-Class,S 450,13976653,2996,6,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",70,1494,5246,1899,4,13.5,7,245/45 R19,245/45 R19,5,3165,510
Mercedes Benz,Mercedes-Benz S-Class,Amg S 63 Coupe,25500000,3982,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1411,5027,1899,2,13.5,7,255/45ZR19,285/40ZR19,4,2945,400
Maserati,Levante,Diesel,14512054,2987,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1679,5003,2158,4,13.5,6,255/60 ZR18,255/60 ZR18,4,3004,580
Maserati,Levante,Gransport,14863774,2979,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1679,5003,2158,5,13.5,6,255/60 ZR18,255/60 ZR18,4,3004,580
Maserati,Levante,Granlusson,15383399,2979,6,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1679,5003,2158,5,13.5,6,255/60 ZR18,255/60 ZR18,4,3004,580
Mercedes Benz,Mercedes-Benz G-Class,Amg G 63,21875136,3982,8,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",96,1938,4763,1855,5,13.5,9,285/45R21,285/45R21,7,2850,480
Mercedes Benz,Mercedes-Benz G-Class,G 350D,15000000,2925,6,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",100,1969,4817,1931,5,13.5,9,265/60 R 18,265/60 R 18,7,2890,480
Audi,A8 L,55 Tfsi Quattro,15600000,2995,8,4,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",82,1485,5302,1945,4,13.5,8,255/45 R19,255/45 R19,4,3128,505
Maserati,Granturismo,Sport,17229579,4691,8,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",86,1353,4881,1915,2,4.6,6,245/35ZR20,285/35ZR20,4,2942,261
Maserati,Quattroporte,Granlusso,17900000,2987,6,4,RWD (Rear Wheel Drive),BS 6,"Front, Longitudinal",70,1481,5262,1948,4,13.5,6,245/45R19,275/40 R19,4,3171,530
Lexus,Lc 500H,Coupe,19600000,3456,6,4,AWD (All Wheel Drive),BS IV,"Front, Transverse",82,1345,4770,1920,2,13.5,6,245/40 R21,245/40 R21,4,2870,133
Mercedes Benz,Mercedes-Benz Maybach,S650,27308312,5980,12,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1498,5453,1899,4,13.5,7,245/40R20,245/40R20,4,3365,510
Mercedes Benz,Mercedes-Benz Maybach,S560,19890000,4663,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",80,1494,5246,1899,4,7.81,9,245/45R19,245/45R19,4,3165,530
Porsche,Panamera,Turbo,21263000,3996,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",90,1427,5049,1937,4,7.1,7,255/45ZR19,285/40ZR19,4,2950,530
Porsche,Panamera,Turbo Executive,22613000,3996,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",90,1432,5199,1937,4,7.1,7,255/45ZR19,285/40ZR19,4,3100,530
Porsche,Panamera,Turbo Sport Turismo,21747000,3996,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",90,1432,5049,1937,4,7.1,7,255/45ZR19,285/40ZR19,4,2950,530
Lexus,Lx 450D,V8,23290000,4461,8,8,FWD (Front Wheel Drive),BS IV,"Front, Transverse",93,1865,5080,1980,4,18,6,285/60R18,285/60R18,7,2850,530
Mercedes Benz,Mercedes-Benz S-Class Cabriolet,S500,23491293,4663,8,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",80,1417,5027,1899,2,5.4,6,235/35 R19,235/35 R19,4,2945,530
Audi,R8,V10 Plus,27245000,5204,10,4,AWD (All Wheel Drive),BS IV,"Mid, Longitudinal",75,1252,4440,2029,2,7.8,7,245/35R19,295/35R19,2,2650,530
Lamborghini,Urus,V8,30000000,3996,8,8,AWD (All Wheel Drive),BS IV,"Front, Transverse",75,1638,5112,2181,5,13.5,7,285/45 ZR21,315/40 ZR21,5,3003,616
Bentley,Continental Gt,Coupe,33791059,5998,12,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",90,1401,4807,2226,2,5.3,8,275/40R20,275/40R20,4,2746,358
Ferrari,Portofino,V8 Convertible,35000000,3855,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",92,1320,4569,1910,2,6,7,245/40ZR19,285/40ZR19,2,2669,240
Bentley,Bentayga,W12,45941557,5950,12,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",85,1742,5141,1998,5,13.5,8,285/45R21,285/45R21,5,2992,430
Bentley,Bentayga,V8,37542069,3996,12,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",85,1742,5140,1998,5,6,8,285/45R21,285/45R21,5,2995,430
Aston Martin,Db 11,V12,40456503,5198,12,4,AWD (All Wheel Drive),BS IV,"Rear, Transverse",80,1250,4385,1865,2,6,7,255/40 ZR 20,295/35 ZR 20,2,2600,300
Ferrari,458 Speciale,Coupe,42531500,4497,8,4,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",86,1203,4571,1951,2,6,7,245/35ZR20,305/30ZR20,2,2650,230
Rolls Royce,Rolls-Royce Ghost Series Ii,6.6,46709733,6593,12,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",83,1550,5399,1948,4,10.5,8,255/50R19,255/50R19,5,3295,490
Rolls Royce,Rolls-Royce Ghost Series Ii,Ewb,53247201,6592,12,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",83,1550,5569,1948,4,6,8,255 / 45 R20,285 / 45 R20,5,3295,490
Rolls Royce,Rolls-Royce Wraith,Coupe,50025840,6592,12,4,AWD (All Wheel Drive),BS IV,"Front, Transverse",83,1507,5269,1947,2,4.7,8,255 / 45 R20,285/40 R20,4,3112,470
Bentley,Mulsanne,Sedan,52571294,6752,8,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",100,1521,5575,2208,4,4.7,8,265/45R20,265/45R20,4,3266,443
Rolls Royce,Rolls-Royce Cullinan,Suv,69500000,6750,12,4,AWD (All Wheel Drive),BS 6,"Front, Transverse",100,1835,5341,2000,5,4.7,8,265/45R20,265/45R20,5,3295,443
Rolls Royce,Rolls-Royce Phantom Coupe,6.8 L,77312661,6749,12,4,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",100,1598,5612,1987,2,4.7,8,255/50R21,285/45R21,4,3320,395
Bugatti,Chiron,W16,192142937,7993,16,4,RWD (Rear Wheel Drive),BS 6,"Mid, Transverse",100,1212,4544,2038,2,4.7,7,255/50R21,285/45R21,2,2710,395
Bugatti,Chiron,Sport,212155397,7993,16,4,RWD (Rear Wheel Drive),BS 6,"Mid, Transverse",100,1212,4544,2038,2,4.7,7,285/30ZR20,285/30ZR20,2,2710,395
Bajaj,Qute (Re60),Qcar,263000,216,8,1,RWD (Rear Wheel Drive),BS IV,"Front, Transverse",100,1652,2752,1312,4,4.7,5,R12,R12,4,1925,20
Bajaj,Qute (Re60),Qcar Cng,283000,216,8,1,RWD (Rear Wheel Drive),BS IV,"Front, Transverse",100,1652,2752,1312,4,4.7,5,R12,R12,4,1925,20
Maruti Suzuki,Alto,Std,294800,796,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1475,3445,1490,5,4.7,5,145/80R12,145/80R12,5,2360,395
Maruti Suzuki,Alto,Std (O),299900,796,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1475,3445,1490,5,4.7,5,145/80R12,145/80R12,5,2360,395
Maruti Suzuki,Alto,Lxi,352900,796,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1475,3445,1490,5,4.7,5,145/80R12,145/80R12,5,2360,395
Maruti Suzuki,Alto,Lxi (O),357200,796,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1475,3445,1490,5,4.7,5,145/80R12,145/80R12,5,2360,395
Maruti Suzuki,Alto,Vxi,376100,796,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1475,3445,1490,5,4.7,5,145/80R12,145/80R12,5,2360,395
Maruti Suzuki,Alto,Lxi Cng (Cng +,405570,796,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1475,3445,1490,5,4.7,5,145/80R12,145/80R12,5,2360,395
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,409190,796,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1475,3445,1490,5,4.7,5,145/80R12,145/80R12,5,2360,395
Maruti Suzuki,Alto,Vxi Plus,389600,796,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1475,3445,1490,5,4.7,5,145/80R12,145/80R12,5,2360,395
Maruti Suzuki,S-Presso,Std,370500,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,4.7,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,S-Presso,Std (O),376500,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,4.7,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,S-Presso,Lxi,409000,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,4.7,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,S-Presso,Lxi (O),415000,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,4.7,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,S-Presso,Vxi,432500,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,4.7,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,S-Presso,Vxi (O),438500,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,4.7,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,S-Presso,Vxi Ags,475500,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,4.7,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,S-Presso,Vxi+,456000,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,23,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,S-Presso,Vxi (O) Ags,481500,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,23,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,S-Presso,Vxi+ Ags,499000,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",27,1549,3565,1520,5,23,5,145/80 R13,145/80 R13,5,2380,395
Maruti Suzuki,Celerio,Lxi,426289,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,155/80R13,155/80R13,5,2425,235
Maruti Suzuki,Celerio,Vxi,465138,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,165/70R14,165/70R14,5,2425,235
Maruti Suzuki,Celerio,Vxi At,508138,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,165/70R14,165/70R14,5,2425,235
Maruti Suzuki,Celerio,Zxi,490924,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,165/70R14,165/70R14,5,2425,235
Maruti Suzuki,Celerio,Zxi (Opt),531279,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,165/70R14,165/70R14,5,2425,235
Maruti Suzuki,Celerio,Vxi Cng Mt,530000,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,165/70R14,165/70R14,5,2425,235
Maruti Suzuki,Celerio,Zxi Ags,533924,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,165/70R14,165/70R14,5,2425,235
Maruti Suzuki,Celerio,Lxi Mt (O),434659,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,155/80R13,155/80R13,5,2425,235
Maruti Suzuki,Celerio,Vxi (O) Mt,472257,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,165/70R14,165/70R14,5,2425,235
Maruti Suzuki,Celerio,Vxi (O) Ags,515257,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,165/70R14,165/70R14,5,2425,235
Maruti Suzuki,Celerio,Zxi (O) Ags,543279,998,3,4,FWD (Front Wheel Drive),BS 6,"Front, Transverse",35,1560,3600,1600,5,23,5,165/70R14,165/70R14,5,2425,235
Hyundai,Grand I10 Prime,Era T Crdi,551530,1120,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",43,1520,3765,1660,5,24,5,165/65R14,165/65R14,5,2425,256
Hyundai,Grand I10 Prime,Era T+ Crdi,568930,1120,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",43,1520,3765,1660,5,24,5,165/65R14,165/65R14,5,2425,256
Hyundai,Grand I10 Prime,Era T Vtvt,460369,1197,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",43,1520,3765,1660,5,18.9,5,165/65R14,165/65R14,5,2425,256
Hyundai,Grand I10 Prime,Era T+ Vtvt,477511,1197,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",43,1520,3765,1660,5,18.9,5,165/65R14,165/65R14,5,2425,256
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,545946,1197,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",43,1520,3765,1660,5,18.9,5,165/65R14,165/65R14,5,2425,256
Hyundai,Grand I10 Prime,Era T Cng Vtvt,528804,1197,4,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",43,1520,3765,1660,5,18.9,5,165/65R14,165/65R14,5,2425,256
Mahindra,Kuv100 Nxt,K2 6Str,488194,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",35,1655,3700,1735,5,15.5,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K2+ 6Str,532184,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,15.5,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K2 D 6Str,590798,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,22.25,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K2+ D 6Str,619243,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,22.25,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K4+ D 6Str,667273,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,22.25,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K4+ 6Str,579645,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,15.5,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K6+ 6Str,631144,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,15.5,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K6+ D 6Str,754548,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,22.25,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K8 6Str,693550,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,15.5,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K8 D 6Str,787304,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,22.25,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,701045,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,15.5,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,794800,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,22.25,5,185/65R14,185/65R14,6,2385,243
Mahindra,Kuv100 Nxt,K4+ 5Str,573250,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,15.5,5,185/65R14,185/65R14,5,2385,243
Mahindra,Kuv100 Nxt,K6+ 5Str,631146,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,15.5,5,185/65R14,185/65R14,5,2385,243
Mahindra,Kuv100 Nxt,K8 5Str,687175,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,15.5,5,185/65R14,185/65R14,5,2385,243
Mahindra,Kuv100 Nxt,K4+ D 5Str,660832,1198,3,4,FWD (Front Wheel Drive),BS IV,"Front, Transverse",35,1655,3700,1735,5,22.25,5,185/65R14,185/65R14,5,2385,243
